Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF07;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF26;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF13s1
NZ_CP043727.1_Yersinia_canariae_strain_NCTC_14382_chromosome__complete_genome;0;0;0;0.00005;0;0;0;0.00039;0;0;0.00015;0.00004;0;0;0;0;0;0.00013;0;0.00039;0;0.00033;0;0.00002;0;0.00047;0;0;0;0.00008;0;0;0.00049;0.00008;0;0;0.00238;0;0;0;0;0;0.00043;0.00091;0;0;0.00031;0.00024;0.00067;0.00006;0;0;0;0;0.00011;0;0.00029;0;0;0.00117;0.00062;0.00038;0.00797;0;0;0.00022;0;0.00346;0.00853;0;0.0007;0;0;0;0.00072;0;0;0;0.00005;0;0;0.00012;0;0;0;0.0001;0
NZ_CP017707.1_Chromobacterium_vaccinii_strain_21_1_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0.00014;0.00037;0;0;0;0;0;0.00106;0;0;0;0;0;0;0;0;0.00009;0.00007;0.00006;0.00037;0;0;0.00023;0.0003;0;0.00072;0;0.00008;0.00294;0.07498;0.02301;0.00014;0;0;0.00067;0;0.00058;0.00011;0.00035;0.00022;0;0;0;0.0002;0.0003;0.00008;0.00027;0.00005;0.00613;0;0.00232;0.00024;0.01064;0.0016;0;0;0;0;0;0;0.00016;0.00056;0.00005;0.0003;0.00067;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP048032.1_Haloarchaeon_3A1_DGR_strain_3A1_DGR_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP015125.1_Dokdonia_donghaensis_DSW_1_chromosome__complete_genome;0;0.00024;0.00014;0.00045;0.00038;0.00245;0;0.00368;0;0.00008;0.00777;0.00021;0;0;0.00039;0;0.00032;0.0023;0;0.00222;0.00148;0.00047;0.00043;0.00029;0.00011;0.00401;0.00177;0.00089;0;0.00102;0.00032;0;0.00245;0.00113;0;0.00198;0.0409;0;0.00719;0.10519;0.01006;0.00014;0.01476;0.00413;0.00377;0.00791;0.03368;0.00371;0.0035;0.00193;0.00021;0;0.00284;0.00369;0.00228;0.00012;0.00701;0;0.08446;0.01651;0.02927;0.00072;0.02931;0;0;0.01075;0;0.007;0.03353;0.00023;0.0015;0.00151;0.0011;0.00069;0.00866;0.00002;0;0;0.00039;0;0.00073;0.00332;0;0;0.00016;0.00399;0.00711
NC_009614.1_Bacteroides_vulgatus_ATCC_8482__complete_sequence;0;0.00003;0.00018;0.00071;0;0.00166;0;0.00422;0;0.00011;0.00923;0.0002;0.00003;0;0.01787;0;0.00116;0.0036;0;0.00159;0.00031;0.00143;0.00022;0.00048;0;0.00555;0.00208;0.00205;0.00012;0.00065;0.00071;0;0.02007;0.0018;0.00008;0.0035;0.07176;0.00061;0.02179;0.05491;0.00963;0.00023;0.02296;0.00887;0.00339;0.02355;0.05739;0.00431;0.00454;0.00406;0.00036;0;0.00528;0.01276;0.00058;0.00076;0.02629;0.00028;0.17212;0.02107;0.00226;0.0023;0.04778;0.00625;0;0.01493;0.00016;0.01498;0.02139;0.00075;0.00111;0.00536;0.00047;0.00059;0.01302;0;0;0;0.00029;0.00443;0.00047;0.00279;0;0.00018;0.00039;0.00264;0.0034
NZ_CP022741.1_Vibrio_qinghaiensis_strain_Q67_chromosome_1__complete_sequence;0;0;0;0;0;0;0;0;0;0;0.00025;0;0;0;0.00177;0;0;0.00011;0;0.00032;0;0;0;0;0;0.00128;0;0.00051;0;0;0;0;0;0;0;0.0005;0;0;0;0;0;0.00008;0.00071;0.00025;0.0002;0;0;0;0.00073;0.00019;0;0;0;0;0;0;0;0;0.00807;0;0;0;0.00187;0;0;0.00073;0;0.00047;0;0.00027;0;0;0;0;0;0;0;0;0;0;0.00014;0;0;0;0.00005;0;0
NC_001956.1_Vibrio_phage_fs2__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP029425.1_Bradyrhizobium_ottawaense_strain_OO99_chromosome__complete_genome;0;0;0;0;0.00007;0;0;0.00007;0;0;0.00008;0;0;0;0;0;0;0;0;0;0;0;0;0.00002;0;0.00017;0.00005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00035;0;0.00013;0;0.00119;0;0.00008;0;0.00009;0;0;0;0.00006;0;0;0;0;0;0;0;0;0;0;0.00036;0;0;0;0.00009;0;0;0.00003;0;0;0.00003;0;0;0.00003;0.00007;0;0;0;0;0;0;0
NC_011295.1_Coprothermobacter_proteolyticus_DSM_5265__complete_sequence;0;0;0;0;0;0;0;0.00127;0;0;0;0.00024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00071;0;0;0.00174;0;0;0;0;0;0;0;0.00119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_016887.1_Nocardia_cyriacigeorgica_GUH_2__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0.00005;0;0;0.0001;0.00005;0;0.00005;0;0;0;0;0;0.00001;0;0.00012;0;0;0;0;0;0;0;0;0;0;0;0.00044;0.00048;0;0;0.00004;0;0;0.00073;0;0.00024;0.00009;0.00011;0.00013;0;0;0.00019;0.00065;0.00024;0;0.00022;0;0;0;0.00094;0;0.00173;0;0;0;0;0;0;0;0;0.00011;0;0.00012;0.00011;0;0;0;0;0;0;0;0;0;0;0;0
NC_009828.1_Pseudothermotoga_lettingae_TMO__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP053840.1_Arcobacter_venerupis_strain_LMG_26156_chromosome__complete_genome;0;0;0;0.00015;0;0.00016;0;0.00113;0;0;0.00222;0;0;0;0.0002;0;0;0.0001;0;0.00656;0;0;0;0;0.00011;0.00137;0;0.00011;0;0.00047;0.00016;0;0;0.00012;0;0.00068;0;0;0.00461;0;0;0.00022;0.00189;0.00067;0.00035;0.00928;0.01592;0.00121;0.00044;0.00026;0;0;0.00049;0.00063;0;0;0.00592;0;0;0;0;0.00019;0.00334;0;0;0;0;0.00085;0.00626;0;0;0.00111;0;0;0.00085;0;0;0;0;0;0;0;0;0;0.00004;0.0003;0
NC_014833.1_Ruminococcus_albus_7___DSM_20455__complete_sequence;0;0;0;0;0;0.00096;0.01425;0.00131;0;0;0.00424;0.00051;0;0;0.00259;0;0;0.00351;0;0.0005;0;0.00083;0.00023;0.00077;0.0001;0.00159;0;0.00059;0.00008;0.00051;0;0;0;0.00222;0;0.00569;0.05484;0;0.00482;0.05128;0;0.0012;0.00412;0.00136;0.00398;0.01953;0.03723;0.00528;0.00209;0.00397;0.00013;0.00225;0.00211;0.00624;0.00027;0.00011;0.01694;0.00006;0.05242;0.00017;0;0.00016;0.02328;0;0;0.00113;0;0.01399;0.0109;0;0.00089;0.00385;0.00007;0;0.00055;0;0;0;0;0.0005;0.00011;0.00016;0;0.00025;0.00004;0.0004;0
NZ_CP025096.1_Spirosoma_pollinicola_strain_Ha7_chromosome__complete_genome;0;0;0;0;0.00014;0.00011;0;0.00007;0.00019;0;0.00049;0;0;0.00013;0.00181;0;0;0;0;0.0001;0;0.00007;0.00003;0.00004;0;0.00025;0;0.00004;0;0.00013;0;0;0.00026;0.0003;0.0001;0.00016;0.00511;0.00004;0.00067;0.00358;0;0.00013;0.00115;0.00024;0.00193;0.00353;0.00133;0.00076;0.0031;0.00016;0.00011;0.00236;0.00009;0.00092;0.00131;0.00013;0.00046;0.00003;0.00791;0.00083;0.00066;0;0;0.00092;0;0.00024;0.00043;0.00154;0;0.00009;0;0.00008;0.00003;0;0.00054;0.00001;0;0;0;0.00021;0;0.00013;0;0.00004;0;0.00017;0.0001
NC_013422.1_Halothiobacillus_neapolitanus_c2__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00118;0;0.00022;0.00288;0.00283;0;0;0.00021;0;0;0.00015;0.00026;0;0;0.00105;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0.00029;0;0;0;0;0.00008;0;0;0;0;0;0;0;0
NC_016564.1_Planktothrix_phage_PaV_LD__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP021376.1_Oceanisphaera_avium_strain_AMac2203_chromosome__complete_genome;0;0;0;0;0.00022;0;0;0;0;0;0.00024;0.00018;0;0;0.00132;0;0;0.00022;0;0.00095;0.00056;0.00011;0;0;0;0;0;0.00013;0;0;0;0;0;0.00013;0;0;0.00387;0;0;0.0217;0;0.00008;0.00105;0.00025;0.00097;0.00299;0.00754;0.00019;0.00072;0;0;0;0.00027;0;0.00017;0.00108;0.00047;0;0;0.00021;0;0;0.01108;0;0;0.00036;0;0.00187;0;0;0;0.00098;0;0.00026;0.00234;0;0;0;0.00007;0;0.00028;0;0;0;0;0.0005;0
NC_014153.1_Thiomonas_intermedia_K12__complete_genome;0;0;0;0;0;0;0;0.00018;0;0;0;0.00035;0;0;0.00075;0;0;0.00056;0;0;0;0.00009;0.00075;0.0002;0.00033;0;0.00013;0;0;0.00011;0;0;0;0;0;0;0;0;0;0;0.00488;0;0;0.00021;0.00033;0.00037;0;0.00016;0.00072;0.00016;0;0;0.00069;0;0.00015;0.00035;0.0004;0;0;0;0.00086;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0002;0;0;0;0;0;0;0.00102;0;0;0;0;0
NC_008710.1_Borrelia_turicatae_91E135__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_006908.1_Mycoplasma_mobile_163K_complete_genome;0;0;0;0;0.00081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03531;0;0;0;0.00022;0;0.00094;0;0;0;0;0;0;0;0;0;0.00093;0.01445;0;0.05334;0;0;0;0.00913;0.00184;0.00073;0.00639;0.00376;0.02003;0.0045;0;0.00658;0.00535;0.0015;0.00565;0.00129;0.00303;0.00349;0;0.00994;0;0;0.00229;0.07592;0;0;0.00938;0;0;0;0;0;0.00457;0.00062;0;0;0;0;0;0.00028;0.0008;0.00207;0;0;0.0012;0;0.00063;0
NC_022068.1_Mycobacteriophage_Daenerys__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP031941.1_Nostoc_sphaeroides_strain_Kutzing_En_chromosome__complete_genome;0;0;0;0;0;0;0;0.00009;0;0;0;0;0;0;0.0001;0;0;0;0;0.00028;0;0;0;0.00027;0;0.00022;0.00007;0;0;0.00006;0;0;0;0;0;0.00022;0;0;0;0;0;0;0.00031;0.00011;0;0.00019;0;0;0.00005;0;0;0;0;0;0;0;0;0;0;0.00009;0.00045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00003;0;0;0;0;0;0;0;0
NZ_CP046172.1_Nocardia_arthritidis_strain_AUSMDU00012717_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00004;0;0.00944;0;0;0;0.00007;0.00028;0;0.00015;0;0.00014;0.00011;0.00001;0;0.00008;0.00007;0.00005;0;0;0;0;0.00006;0.00029;0;0.00054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00004;0;0;0;0;0;0
NC_007796.1_Methanospirillum_hungatei_JF_1__complete_sequence;0;0.00009;0.00064;0.00041;0;0;0;0.0012;0;0;0;0;0;0;0;0;0;0.00009;0;0;0;0;0;0;0;0;0;0;0;0.00032;0;0;0;0.00063;0;0.0002;0.00633;0;0.00084;0;0;0.00013;0;0.0002;0.00255;0.00035;0.00412;0;0;0;0;0;0.00088;0.00286;0;0;0.01264;0;0.0109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00019;0;0;0;0;0;0;0.00032;0;0;0;0;0
NZ_CP010518.4_Pandoraea_apista_strain_TF81F4_chromosome__complete_genome;0;0;0;0;0.00011;0;0;0;0;0;0;0.00027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0.00022;0.00105;0.0001;0;0.00005;0;0.00037;0;0;0.00009;0;0.00024;0;0.00138;0;0;0;0;0;0;0;0;0;0.0018;0;0;0;0;0;0;0;0;0;0;0;0.00007;0;0;0;0;0;0
NZ_CP046106.1_Nanohaloarchaea_archaeon_strain_M3_22_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00111;0;0;0;0;0;0.00038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP032698.1_Streptomyces_hundungensis_strain_BH38_chromosome__complete_genome;0;0;0;0;0;0;0;0.00029;0;0;0.00042;0;0;0.00002;0.00023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00022;0.00006;0;0;0.00027;0;0;0;0.00098;0;0;0;0.00003;0.00036;0.00017;0;0;0.00209;0.00013;0.00021;0.0002;0.00006;0;0.00093;0;0.00018;0.00005;0.00081;0.00014;0.00092;0.00022;0.00035;0.00007;0.00064;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00003;0;0;0;0;0;0;0;0;0;0
NZ_LR026975.1_Mycolicibacterium_hassiacum_DSM_44199_isolate_Mhassiacum_chromosome_1;0;0;0;0;0;0.00038;0;0.00011;0;0;0;0.00006;0;0;0;0;0;0.00186;0;0.00017;0;0.00012;0;0;0;0.00028;0;0;0;0.00071;0.00049;0;0.00022;0.00007;0;0;0.00852;0.0003;0.00169;0;0.10379;0.00009;0;0;0.00086;0;0.00055;0.00021;0.00033;0.0001;0.00015;0;0.00015;0.00032;0.00105;0;0;0;0;0.00035;0.00055;0.00079;0;0.06433;0;0;0.00008;0;0;0;0.00047;0.00148;0.00005;0.00014;0.00309;0;0;0;0;0;0.00008;0;0;0;0;0.00018;0.00009
NZ_CP041660.1_Catenovulum_sediminis_strain_WS1_A_chromosome_1__complete_sequence;0;0;0;0.00018;0.00061;0.00012;0;0.00029;0;0;0.00121;0;0;0;0.00015;0;0;0;0;0;0;0.00082;0.00007;0.00002;0;0;0.00076;0;0;0;0;0.00006;0;0.00009;0;0;0.00273;0;0;0;0;0.00011;0.00025;0.00035;0.00069;0.00423;0.00107;0;0.00009;0.00013;0;0;0.00038;0.00115;0.00012;0;0.00198;0;0.00188;0.00119;0;0.00014;0.00131;0;0;0.00051;0;0.00231;0;0.00019;0;0.00017;0.00006;0;0.00033;0;0;0;0.00011;0;0;0;0;0;0;0;0
NZ_LR134362.1__Pasteurella__aerogenes_strain_NCTC13378_chromosome_1;0;0.00042;0.0002;0.00292;0.01285;0.00803;0.02327;0.00885;0;0.00074;0.02898;0.00166;0;0.00007;0.06116;0.00013;0;0.00419;0.00325;0.07293;0.00863;0.01893;0.00025;0.00231;0.00033;0.01366;0.00317;0.00533;0.00028;0.00182;0.00046;0.00022;0.02193;0.00198;0.00193;0.01409;0.01989;0.00121;0.01049;0.4186;0.02936;0.00237;0.07495;0.02788;0.0075;0.00935;0.13513;0.0357;0.02464;0.0044;0.00098;0.01196;0.01242;0.00554;0.00133;0.00278;0.00782;0.00021;0.11981;0.02707;0.00388;0.00342;0.17818;0;0;0.08629;0;0.24702;0.18678;0.01195;0.00073;0.00157;0.00247;0.00268;0.01955;0.00003;0.00012;0;0.00355;0.0156;0.00124;0.00306;0.00013;0.00069;0.00209;0.00173;0.01077
NZ_CP031356.1_Brachybacterium_saurashtrense_strain_DSM_23186_chromosome__complete_genome;0;0;0.00012;0.00033;0;0.00135;0;0.00228;0;0;0;0.00023;0;0;0;0;0;0.005;0;0.00098;0;0.00008;0;0.00062;0;0.0077;0;0.00078;0.00025;0.00221;0.00056;0.00007;0.00062;0.0009;0;0.01341;0.11165;0.00053;0.03342;0.45717;0.19152;0.00144;0.00844;0.00346;0.00637;0.00834;0.02707;0.00687;0.0095;0.00289;0.00031;0.00112;0.00178;0.00654;0.00081;0.00021;0.01605;0;0.13708;0.00049;0.00157;0.00192;0.1845;0.05639;0;0.00476;0;0.00036;0;0;0.00088;0.00305;0.00013;0.00041;0.00347;0;0;0;0.00006;0.00266;0.00011;0;0;0.00008;0;0.00026;0.00012
NC_014100.1_Caulobacter_segnis_ATCC_21756__complete_sequence;0;0;0;0;0;0.00043;0;0;0;0;0;0.00004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00158;0;0.00031;0.00024;0.0015;0.00018;0;0.00045;0.00008;0.00109;0.00065;0;0.00029;0;0;0;0.00063;0;0.00115;0;0.00009;0;0;0;0;0;0;0.00015;0;0;0.00015;0.00003;0;0;0;0;0;0;0;0;0;0;0
NC_013385.1_Ammonifex_degensii_KC4__complete_sequence;0;0;0;0;0;0.00024;0;0;0;0;0.001;0;0;0;0.0006;0;0;0.0003;0;0;0;0;0;0.00028;0;0;0;0;0;0;0;0;0;0;0;0.00034;0;0;0;0.01479;0;0;0;0;0.00027;0;0.00137;0;0.00016;0.00052;0.00005;0;0.00037;0.00048;0;0;0.00127;0;0.01089;0;0;0;0;0;0;0;0;0.00191;0.00943;0;0;0;0;0;0;0.00006;0;0;0;0.00058;0;0;0;0;0;0;0
NZ_CP047045.1_Terricaulis_silvestris_strain_0127_4_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0.00018;0;0;0;0;0;0;0;0;0.00142;0;0;0;0.00018;0;0;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0.00026;0.00093;0.00175;0.00128;0.00264;0.00072;0.00063;0.00007;0;0;0;0.00052;0.00039;0;0;0;0;0;0;0;0.0111;0;0.00011;0.00054;0;0.0007;0.08572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CP017553.1_Yarrowia_lipolytica_strain_CLIB89_W29__chromosome_1A__complete_sequence;0;0.00007;0;0;0;0;0;0;0;0;0;0.00008;0;0;0;0;0;0;0;0;0;0;0;0.00004;0.00016;0;0;0;0;0;0;0;0;0;0;0.00032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00185;0;0;0;0;0;0;0.00011;0;0;0;0;0;0;0;0;0.00025;0;0;0;0;0
NZ_CP033926.1_Chryseobacterium_joostei_strain_DSM_16927_chromosome__complete_genome;0;0.00003;0.00009;0;0.00324;0.00062;0;0.00075;0;0;0.00263;0.00032;0;0;0.00367;0;0;0.00039;0;0.00358;0;0.00063;0.00012;0.00005;0.00008;0.00151;0.00037;0.00015;0;0.00008;0;0;0.00142;0.00054;0;0;0.0231;0.00016;0.00914;0.0324;0;0.00005;0.00396;0.00942;0.00116;0.00051;0.01562;0.00343;0.00266;0.00017;0.00012;0.00128;0.0016;0.00111;0.00237;0.00065;0.00307;0.00015;0.00318;0.0034;0.00721;0.00061;0.02428;0;0;0.006;0.00017;0.00447;0.01033;0.00127;0;0;0.0001;0;0.00335;0.00001;0;0;0.00013;0;0;0.00024;0;0.00006;0.00008;0.0001;0
NC_013595.1_Streptosporangium_roseum_DSM_43021__complete_sequence;0;0;0;0;0.00006;0;0;0;0;0;0;0.00003;0;0;0.00018;0;0;0.00006;0;0;0;0;0;0;0;0.00014;0;0;0;0.00007;0;0;0.00011;0.00018;0;0.00007;0.00326;0.00004;0;0;0.0016;0.00002;0;0.00028;0.00289;0.00036;0.00056;0.00016;0.00061;0.00024;0;0.0002;0.00015;0.00016;0.00092;0;0.00053;0;0.00374;0;0;0;0.00052;0;0;0;0;0;0;0;0;0.00014;0;0;0;0.00001;0;0;0;0;0;0;0;0;0;0;0
NZ_CP006867.1_Ignicoccus_islandicus_DSM_13165_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP042435.1_Panacibacter_ginsenosidivorans_strain_Gsoil1550_chromosome__complete_genome;0;0;0.00025;0.00009;0.00023;0.00109;0;0.00153;0;0;0.0036;0.00003;0;0;0.00207;0.00005;0.00019;0.00108;0;0.00199;0;0.00011;0.0002;0.00006;0;0.00159;0.00162;0.00046;0;0.00034;0.00009;0.00004;0.00062;0.00027;0;0.00118;0.01219;0;0.01071;0.06268;0.003;0.00025;0.00312;0.00091;0.00317;0.00494;0.01267;0.00201;0.00418;0.0021;0.00006;0;0.00204;0.003;0.00616;0.00028;0.00737;0;0.05592;0.01227;0;0.00011;0.01261;0;0;0.00471;0;0.00393;0.00363;0.00014;0.00015;0.00013;0;0.00027;0.00467;0.00016;0.0001;0;0.00012;0.00022;0.00029;0.00031;0;0.00006;0.00002;0.00026;0.00228
NC_007827.1_Coliphage_NC29__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_017527.1_Methanosaeta_harundinacea_6Ac__complete_sequence;0;0.00012;0;0.0001;0;0;0;0;0;0.00011;0.00139;0;0;0;0.00646;0.00011;0;0;0;0;0;0;0;0.0001;0;0;0;0;0;0.00015;0;0;0;0;0;0;0;0;0;0;0;0.00018;0;0;0.00022;0;0;0;0.00055;0;0.00005;0;0;0.00013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009;0;0.00027;0;0;0;0.00008;0;0.00016;0;0;0;0.00011;0;0
NZ_CP006019.1_Palaeococcus_pacificus_DY20341_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0.00009;0;0;0;0;0;0.00034;0;0.00049;0;0;0;0.00005;0;0.00039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0.00036;0;0;0.00073;0;0;0;0;0;0.00288;0;0;0;0;0;0;0;0;0.00153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP050292.1_Tardiphaga_robiniae_strain_581_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00014;0;0;0;0;0;0;0.00006;0;0;0;0;0;0;0;0.00018;0;0;0;0;0;0.00045;0;0;0;0.00015;0.00011;0.00163;0.00019;0.00355;0.00076;0.0009;0.00008;0;0.00032;0.00006;0.0001;0.00084;0;0;0;0;0.00009;0.00044;0;0.00245;0;0;0.00016;0;0;0;0;0;0;0;0;0;0.00004;0;0;0;0;0;0;0;0;0;0;0
NZ_AP018721.1_Sulfuritortus_calidifontis_strain_J1A;0;0;0;0.00027;0.00139;0.00037;0;0;0;0;0.00026;0.00075;0;0;0;0;0;0.00012;0;0;0.0006;0;0;0.00003;0.00054;0.00054;0.00016;0.0004;0;0;0;0;0;0.00027;0;0;0;0;0.00762;0.08105;0;0.00026;0.00112;0;0.00228;0.00182;0.01288;0;0.00026;0.00081;0;0;0.00014;0.00025;0.00037;0;0.0005;0.00009;0.03693;0;0;0;0;0;0;0.00191;0;0.001;0;0;0;0;0;0;0;0;0;0;0;0.00023;0;0;0;0;0;0.00054;0
NZ_CP045859.1_Vibrio_owensii_strain_SH14_chromosome_1__complete_sequence;0;0;0;0;0.00017;0.00014;0;0;0;0;0;0.00014;0;0;0;0;0;0.00009;0;0.00099;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00061;0;0;0;0;0.0008;0;0;0;0.00027;0.00019;0.00031;0.00067;0;0;0.00019;0;0;0;0;0.00128;0;0;0;0;0.00419;0;0;0;0;0;0;0.00169;0;0.00294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_019519.1_Agrobacterium_phage_7_7_1__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_009832.1_Serratia_proteamaculans_568__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0.00003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00012;0;0;0;0;0;0;0;0;0;0;0;0
